signature,block_time,block_time_utc,wallet,side,sol_amount,token_amount,price_sol_per_token,mcap_sol,mcap_usd
3xPn3zveGXdEzUAi21nuhyJowmcyLdMoxApE62rSFaw5r6jQ9UG6phB2pJDGuPbLD9Asoqk5XEfTYDmfMnJi5JW6,1785083216,2026-07-26T16:26:56Z,TuouBnypgwNHajm8uUYLSfaVp1UfCfhphJeZGjjate4,sell,0.176765502,2022896.156909,8.738239053758399e-08,84.2509484232664,6274.76757499712
45MHSyhrbSRtzJgUG5Y31GqKukZRXYuCxXfWffGWYazefnNhVDTgQ5rYEqvFw8t6mYwpeyC87rcBK72BibeDy6pA,1785083216,2026-07-26T16:26:56Z,XKUUBZQRQs7hgXmjWVJFhYNmGDdqPKZcGedd4NhZuUd,buy,0.097777777,1117297.5275390001,8.751274802815402e-08,84.3766344127093,6284.128304887372
4MFxKQmgcLXk87efGqNC2p5hXP7rXMrVbUmEiGNPPrFueU8xaNhg5du3UqYu9QEiGuqycQU1z8ggiNpjTGbKo2CS,1785083216,2026-07-26T16:26:56Z,F5ugfa5tqJ8sUKW9grZ3wQwdMXuTQiKANffcDtwTpuAH,sell,1.486191914,14560596.57747,1.0206943830169874e-07,98.4116700063211,7329.417264891598
4VL3V3DyhUxAEi2troVdjQd9DUFibYv3eRE9xFeHvtkQ9PYrnehsHusv4xjBHnAZg3bfRAm5o4DLcimXS7h13Awv,1785083216,2026-07-26T16:26:56Z,BaiyK1aJeypxRszgWEUvAanVjNhdkDhk1Zbcu49XVeXq,sell,1.628514893,13568973.803777,1.2001754270810765e-07,115.71658475329602,8618.237390653192
5DMyhSeB173KKXugcsqKemqPyDT6sYDHKGduMoDZ3iFGUH5KpdAJNuQg43b91aL7R97xefMYtKiG3bszQUUXHYvr,1785083216,2026-07-26T16:26:56Z,3Ba2rH1FFpzRpAE1hGvaqsCXRkjZD19ujQ1ocNmUnWSM,sell,0.003414636,37306.922263,9.152821494971039e-08,88.24820275070148,6572.471545245603
5rk9AJWcK5uqgBK4n6juTb17z73s46xB76whCEN5rHcQqWu7ethGKJxVoqEuqusThK6xLxW6fVeTDB5xUmzRdFHu,1785083216,2026-07-26T16:26:56Z,9ERrNvQtSfNEqMKBw1V3zHWMZUPNM5DxH4q5UNnZKz2c,sell,0.055205818,634409.981446,8.701915104514954e-08,83.9007260094126,6248.684020003214
BbNBJxQ4evsXWYfAWxGg1wG7ZqhiQfspqTeQ6qHyeYQfAE25xitS2PNFj4ygRaduubaTX1cDp6yyeMXoj49VWyB,1785083216,2026-07-26T16:26:56Z,HZha12tyuyqTiHcyyLFjbM6WwnD1V9PQoMtqWbWMB88M,buy,0.493827159,5448668.1736240005,9.063263595139201e-08,87.38471779072171,6508.161676576131
ENUNAd5AdAmhbTGFQQhu4NftV3fpxWB42Z4n25wAEY8VzMnTdvvVFXe7WfbEzEdPSba6EUNPyNv7C3s96PZjtQR,1785083216,2026-07-26T16:26:56Z,AiZmc96qy4sDHSRmZQYJbRnykikbKGCt25sZQYdZ52Rb,sell,1.481611137,11749297.788126,1.2610210105469762e-07,121.58309639578101,9055.158252928522
fv7mRQCtENkLBeAi1AHBpwcmeUpzyGej9bA5Bo6eKZqv4PfVmDtCjsURtoFXsq89PNzRsZFS3j7NxZhHDM9EP4v,1785083216,2026-07-26T16:26:56Z,GyW6TgKHy3x8o9eN7Hg36TyELvPYMrzLoWxjx79tLGNh,sell,0.060801485,697130.381988,8.72168055946909e-08,84.09129739520995,6262.877227019899
gXN4pGfXV89T7i15ktFEB94oYDuRWsUtXW6dEexKV4YmE73BfvQAhsBvztTFAFc7GyuWBADtWNfdN8gaJXteBYi,1785083216,2026-07-26T16:26:56Z,3v2bdKP1HouTL3RfDvmSxk9ofBg5nxG4trhp8rmpexyh,sell,0.053756429,416147.075508,1.291765151404184e-07,124.54733554023903,9275.926232592545
2ZhtzQV9wnqJLo7B3dkjdNxcfqJn93oLDgA1X4MzwJDMFtcpTuYLGhfD65hcvGDLUGXVsMWWntSh5smypY9dPsh3,1785083217,2026-07-26T16:26:57Z,FhsfqVkt4mQp81LMKpbDT5jgQQsfrybyxhqwCE376inW,sell,1.730599717,19464708.236905,8.890961508063042e-08,85.72344322931784,6384.434740011629
2cAfcHkKLqhZA5KZw6LGimyKHYDPtVGkN5mZDZLgJJF8VDAPaAezSquhuh5svJXufnbMdEgy98wUfcB9m2ySBjWq,1785083217,2026-07-26T16:26:57Z,2UcALFkAdPHnjFFnknydJKFggYRFAvD96Ku73e85dWM3,sell,0.094988235,1192498.196035,7.965482490106181e-08,76.80030842732795,5719.865403159009
2groFsUmRN3TMFUEkzKmZPqHKhUmRE9Pm1dB4GCpuQqmwiEAJQsx8ErWSziUkJcULezxAHk1yzwunMPFniW2vb1E,1785083217,2026-07-26T16:26:57Z,ES67M5p8yLJuwhBnyusBQhk5BGdg5DymwkTrk49MQUWz,sell,0.037398437,417820.61223,8.950835814536856e-08,86.30072969122054,6427.429370225567
2iveoepe957KGjA8BjnvqrqbwidcEf4RfXzQpgxuGxx7i5f1eGzvsT7XJdkLUso6wPU2sL2uHv21964M5fzfoR5M,1785083217,2026-07-26T16:26:57Z,E1b97kWpeZk2oZYxGEYigj4NoDsczjZDhPtoYpbFRJVt,sell,0.212367612,2142544.514747,9.91193464305115e-08,95.56729785588891,7117.576633126935
35x3wBfkhM214LBngnWB4wfnZ5oGpfdPrWepcBpPw5CvftEGKXJnPD7oNV8dmgNUfXF6sP9r5BiuqJN6M8HXpmbf,1785083217,2026-07-26T16:26:57Z,7BRgNPt3Wh9VjDLLrZAiadxJ8wSuNKi1i7PwqKJV8hCo,buy,0.977777777,11043940.440127,8.8535227286028e-08,85.3624720247159,6357.550646093009
3GYQPRNHY8Cvi9mjg3q9r9TSir9ZdTes4waCAdSaHgtR9JgcPpvSZxwCVy3eHBZiqADc3mz74oGhTiuxoAFvBeDx,1785083217,2026-07-26T16:26:57Z,436h85qXhByXQG4pkxdrD4CYQFRuJ3UPR5YdfUuL6v24,buy,0.098765431,1239825.334655,7.966076207620243e-08,76.80603283740045,5720.291740706314
4G3fJoA65GwdaHUWyUAqhfLCUTHk61awGvKfkaGSWQTbzkea45YerHpV1FaHcfy35vTGpTtdPZYUfQaGVamhVrei,1785083217,2026-07-26T16:26:57Z,8F3sqPAR46wgVdPdSz9gSCVNhJ77Urnb6ya6Ep83tuu8,sell,0.179837376,2001067.244982,8.98707309566789e-08,86.65011648240211,6453.450690453613
4Hrcz46xVP8b8pzt2THfimdKPtvNAdtvc5XeNpHQuJP9aN6KmeQ7eiQxfRt5xCu2pfpr7Ju7SBP3KZ9Z4vAvZN2b,1785083217,2026-07-26T16:26:57Z,F35VF7nWWMRcGrEPXgjsZmNxcz8GLLVGS1S88NkrR5rb,buy,0.959570147,9810982.335236,9.780571549433106e-08,94.30074229966682,7023.247229306004
4Qs8WHzUfAX2XHGrKDoia4pa5R7xZAdesAyvp22LygsMpQ9qtDzrkRWr1c3Xbh8VRR4WvDpA6mUvT9TxbSq5Pwj1,1785083217,2026-07-26T16:26:57Z,576b6UzS3DvQRu42kezf5gsLtpyq6UEbBMahYZh7HzVo,sell,1.955016848,23587774.081686,8.28826340810985e-08,79.91244558762287,5951.648400357523
4U4pGxagoAyBFRvedWkRTC1mu9nTmvq1wmZ1DC6y2pdWLMtqtGoWBwptbLW4FCBnFeofUTcnPWGFhZHR6hMVNdc9,1785083217,2026-07-26T16:26:57Z,HSSzaFvvryQDXMmeh14ofRXC4G5TytnFMEJY51PvEh56,sell,0.088652727,1111788.364001,7.973885126928731e-08,76.88132362011461,5725.8991809893305
4UtYaXCsMzshByhCb2Fgz7gMWZ6QgfHJNfyvMUF9hQVqifeAeid46D5DZ9PsRu1cCKFHnaJZByMZv4F72jPmNyFv,1785083217,2026-07-26T16:26:57Z,74ok3XR2RBV2XxHrGuiGVKvHTXJARbDhvTxybK4TiMBH,sell,2.009805022,21105349.152842,9.522728136100815e-08,91.81470913162318,6838.094651143456
52he3PFeenJZKT8cHxxd66MaRgSvgjb9wNVGigkkFpLyEfobvXoRXXy5n5hMXrb8iW4GXZod269a1Si2WgoSbCRe,1785083217,2026-07-26T16:26:57Z,Baf7AGwsnTWW4ps6B3zs48wVj8aKH4WCR9h7ytcQS3S2,buy,0.019753085,247385.490597,7.98473869762172e-08,76.9859698330458,5733.692929024641
5AnpyvC9HXJgV2dHMYgJd8HZYCkcPZJr2MF1LJvipjJKiP1pgPqMsXjT8rp81pjMkvoKRxbYC3wNXfW5mbSs1iTb,1785083217,2026-07-26T16:26:57Z,8hGRwXvWXz6ungB1WFgj47rLbTL3Gxmk9KHJ4Ten25LG,buy,0.984586232,10424890.432675,9.444571512367997e-08,91.06115116250146,6781.9718276142685
6XG2taeAf51Jfs2ysc8fGgnMcpY5eESFLDQEPZAjmDQDY3LrPonVSicRPx5gDXEy5w134rXeLwYqwJAGtnvEqRd,1785083217,2026-07-26T16:26:57Z,GcNY3SXi9JfP3Wj9538vwDenhA6CxURAwZF2rCPXgrCC,buy,0.989176956,10858750.223087998,9.109491752529685e-08,87.83043300634438,6541.357259949524
28Enosa3RfzkmRsT9udNarjCovvrc5dkG3vWiqZuBzpKbuG5xukdLWKsfhyuycvJKLQoUVqNp3N2ur3VNU4AN1cb,1785083218,2026-07-26T16:26:58Z,D2ax7LUeKon7HGb16u7e7iTx7uzxcw7pPxBoRrCNTWWC,sell,0.25213569,3589006.768453,7.02522191421445e-08,67.73465517653796,5044.681703404773
2EN6P5NhVNUYXFkabbWgiamxBf41irJu98TvV8rqPUZJw2xK8iRBJZrhhegrLNF4PyNZTWNrwkfmQ2DY1jjXDNME,1785083218,2026-07-26T16:26:58Z,FAoLSqAkBJyKYwzdBHdTBeXymvXPPcTczKozhZbGtxB4,sell,0.124076817,1560619.499523,7.95048485796338e-08,76.65570666896902,5709.09588137179
2KxMcd77E37RBW8LwxE7V49mD7HbMFXpEb9vL1WtHD7y6NdttfEJdaubtiwycH8wafGtnX3JCQGgCJHshZpUXgX2,1785083218,2026-07-26T16:26:58Z,4A3HGpsSR5VuGBE3EBRds2xYfSF8GKTRHTytXi5YTMLe,buy,0.058666666,736170.359302,7.969169806785593e-08,76.83586020446133,5722.513196953202
2U6mTZfMB3fBt4CndCgGP4p9oMDMYfBk1PrpRi8jtYRoVRUcPvNEUYwPErJbew9vTKFq7cDHwizvfpjC5jVi8r3C,1785083218,2026-07-26T16:26:58Z,CR4Y5YQ2Dy8kdKCCYd32goMmG762FqFaBb5uVbQdxaKc,buy,0.010755555,134979.0208,7.968316065899331e-08,76.82762874284386,5721.900141439659
2hGLUm5fjPxHPSyexA55YXihcbV3mpfLDRN8fNMTbP2c8BfTw4MWSF3iLYyyhceKQxz8HAsNHpwZRSVw3yNqoQsc,1785083218,2026-07-26T16:26:58Z,8hGRwXvWXz6ungB1WFgj47rLbTL3Gxmk9KHJ4Ten25LG,sell,0.789192191,10424890.432675,7.570268446432921e-08,72.98979720134531,5436.069520353783
3BFd9oPg877E9j3gYdrDbvJtnQixo5utkKXE15JUR2XsKJ1qAQ85tbZhdtz22WpWhiEgpUV7tcALoUDNmwjaZji9,1785083218,2026-07-26T16:26:58Z,5UqokWafd7zWSD1pc3zUyERz6gzEqvk53yDcYmpXFt5S,sell,0.037432393,469518.14054,7.972512618351324e-08,76.86809038757723,5724.913608007756
3Rbkztj3zcVj1NoFbYhqRGQKHoKaR96XLUaZwXtWMjFLRvxZubyVdTzVK5t17X738R28HLmyXLMpb6acCfUtJV6x,1785083218,2026-07-26T16:26:58Z,CeCFexogvcqRrPfAMHqkp8FpjhHxij8uFHxyumR1t9vS,sell,0.01055911,151135.548033,6.986516499542814e-08,67.36147153219733,5016.888062207244
4QbmaqewhwpPGV7NEQzX3QJf9Bav5MiVTExBhHnY9JVDrz9vLz2EPbB59qBhytdhKLWQFh1vMeVNSEQbnECHnHzr,1785083218,2026-07-26T16:26:58Z,GcNY3SXi9JfP3Wj9538vwDenhA6CxURAwZF2rCPXgrCC,sell,1.389790232,19199251.094936,7.23877314343043e-08,69.7936390848189,5198.028884735189
6ojpRUhR6g5BM9XRtX1JaBaQ8C3bKehEMWKEsiyG8gdpgZHymxK8U9PcfkhuyWQZkzFoYmrJgCQAt31H2dwdhp5,1785083218,2026-07-26T16:26:58Z,F35VF7nWWMRcGrEPXgjsZmNxcz8GLLVGS1S88NkrR5rb,sell,0.766308869,9810982.335236,7.81072519362116e-08,75.3081944070923,5608.737055673395
zftzUbXC1397nT9hSRmNtxzAYEpG6Q977Qx26CcwSUAKcVH34nNmGz9HqqZLqqDF5ysTd2dGH7FrjqqkBrmode6,1785083218,2026-07-26T16:26:58Z,D3bNu4WV8DZJ8rP46z8ePpD9szjMGW1LspEZrk3o7Xd2,buy,0.098765431,1401337.650566,7.047939585445995e-08,67.95369076659799,5060.994842235855
1e27ZdUzzYq8ehrzjvL9xkqFHspw7qVqRhcJEsAaZyPcgFQ7oRe35nNdwzZaxCPgmi15gLLCcuZGFwDDtYNT9iP,1785083219,2026-07-26T16:26:59Z,A1xGP7kvUDSm5DfnbCNrDc7VZNziZnQGph4JBGT3tPHf,sell,0.041653041,676463.41673,6.157471338413141e-08,59.368117186867025,4421.566091354629
2BfUn5rPnkeredWdoRnYe7oqBmSH5VoUXuxNHDHPWMgP7t9JbFbHkpgqu2oaKyVbWbvFmRRuebEQDaRyfiJ4WHF2,1785083219,2026-07-26T16:26:59Z,5u2rVJDkeCnxiBja4CEJm4rC3w55x9botTnnULPbqNY3,sell,0.023974105,392096.350113,6.1143402617981e-08,58.95226290673367,4390.59446430783
2umpoBGFzUuN8yS1mpXCZtPuFDvJ8SRZUsJTp2tTnzsvYvL3NrmwUR9SPZRHLGS9DxHoB1FnH4Hwh9ExwozFDiQk,1785083219,2026-07-26T16:26:59Z,6Ga5A5Zuig8VysUKRCsGPV9zU91q7RoHnujmJeqWAfPV,buy,0.195555555,3215058.54715,6.082488145460086e-08,58.645156292431146,4367.7220496756345
2xYD6XtYc5tShoS6TiUu9F1iagK1a93LpJpVGdHnKTPuAVQVoiXoutFpHjugyXRGQJaxNqwH8wrDyemoDXX7t7jS,1785083219,2026-07-26T16:26:59Z,7cQjAvzJsmdePPMk8TiW8hYHHhCfdNtEaaNK3o46YP12,sell,1.732550482,25744665.462463,6.729745564284548e-08,64.88577881082077,4832.505610680323
32BGe5QUocbbAgeTVRSJWyD8GsEoFgY5nRGxgHSz4ZEdRXTTkSMjXuhKFRpGwStF8mGcgauFF132gKt3sC1AApWg,1785083219,2026-07-26T16:26:59Z,D3bNu4WV8DZJ8rP46z8ePpD9szjMGW1LspEZrk3o7Xd2,sell,0.085420524,1401337.650566,6.095641829469055e-08,58.77197936813298,4377.167466469964
3mzxNqyxwLverkYC3c9E9V79n3RDtp5EbupAfG6JjLKdAWtUhUf1GL9FXnmhWAfcVCEpuw6aKHz1rwbQ98fQnZsz,1785083219,2026-07-26T16:26:59Z,BtvPHwGdPWNECyGmLbyKqytyDRn89CTVDqzQLcjshK5X,sell,0.013171695,215603.470681,6.109222156023832e-08,58.902915977339795,4386.91924737222
3pNJ2eTcB8ARfU88uEs9YPDcPM9mw8S7cW8W7vJNv3CC8wHUTtvMXNU8aSkKewjGYmBNZ4whXNZ5GgP7WESZrU1w,1785083219,2026-07-26T16:26:59Z,DjPpp2Jv7sQMWdAanxXi6ExiFUePdiR9RRNPoJpegnyV,sell,0.032492394,528570.423592,6.147221363464079e-08,59.26929062633687,4414.2057742404795
4A4caq9YbVTrgjN7rgWu4hLNaqYR6K4AHif8ZbFVVzkZTZakdoa2DRFajQW1FZgLHRiSSRb5okfk5KXYu1VrsqDo,1785083219,2026-07-26T16:26:59Z,FQTm2LutmRp4yWKpfFic1Xxgz4oEtYrFsed5xu2TR6Ji,sell,0.402988651,6382623.627812,6.313840114964554e-08,60.87576851652205,4533.8516128207375
4JGhAnsJkWGqq1MAQ8DTYQ9iDBN8MZuuYvMqoDai5BesthpDJT36B5ou3FgLtsiS29Fx4A7sW85mJwqmaSDiCGLS,1785083219,2026-07-26T16:26:59Z,HL6yX8pZRxa9nyVXTbPytajBa1eSdswmAdn7oYNjDVjF,sell,0.102799603,1693633.738422,6.069765892582e-08,58.522492920043966,4358.586435583457
4noYXxmMvaEr6mpSvKSXMWatx7eqz9CTufxiVGdXafzCeYrHyRdzHFvPPfCr5URFZyrWAhosa7agsFEwqNK5kg5k,1785083219,2026-07-26T16:26:59Z,kZ3PGs1VzCbC4GFs4nJ2yXNbaQj1v6vBLy8i2fLYvt5,sell,0.050755581,820997.021348,6.18218820290774e-08,59.60642827711165,4439.3148138297365
5NAw92boWwEPe4m5zBFVwLfoy8SMBuPHU4RfD6DvZq4b28A1Ugc7YaLHTY8r4TeKrS5rBXxQW3Ves1vurk8Liuec,1785083219,2026-07-26T16:26:59Z,CR4Y5YQ2Dy8kdKCCYd32goMmG762FqFaBb5uVbQdxaKc,buy,0.010755555,175051.6296,6.144218722543101e-08,59.24034024585281,4412.0496334237305
5hJ4DdCcti4hk1Zg1fY19n4P4opoEsFV2FcuoiCwyg6UL2NytdUVy8mta8fe5KwkDXP5vfwbFJGiToNomQ2T7XNS,1785083219,2026-07-26T16:26:59Z,9vEY2iFm98uAALpBkZqzWKQh831C9m999wgttzvBHEcf,sell,0.101653381,1657844.647623,6.131659027626595e-08,59.11924419868444,4403.030749192125
6FuyRvKSAMzNpppisxmPZ1bsNPfFDrQrAvhm1qyYTX4EFAYFH8Fp7YE8RWZCqaqtJfX2gA3DaKN3FsoDuLXJ8Ci,1785083219,2026-07-26T16:26:59Z,EtLkdVe8trKMLquWpqmBAZ21HYyGkBsVxU46k9hvdpRA,sell,0.02236429,366246.582301,6.106347766986094e-08,58.87520215524395,4384.855201856761
EeqA3VsyyxeZHXhJ44JsfUMyoRy73nyEjovTTM1DMKkEePtuyPPXrc1cd4U9RoFAnKdVZNxmyWQsq19mGPbntrT,1785083219,2026-07-26T16:26:59Z,GvLED9AJquasBJ9Jb4zFsrpkib8pkRBHdeUK7hTtMhGj,sell,0.043064214,698052.543405,6.169193767268428e-08,59.48114061673731,4429.983750339334
aGxj5eSztxbrKXFAK4E4gN9o61iqVV2ifWnwdfcq2hv2eELU5LeMTWRPRZ4sUzUmrvaRkiV16BXwY79H2UHeX58,1785083219,2026-07-26T16:26:59Z,GntwJ8SEg7RXZS5QDZsb3gzeDEtq9DfApgqhpetSJePK,sell,0.400997814,6239323.656951,6.426943624783163e-08,61.966271753340635,4615.069147802564
mWrTur2K66Fg35evuA18tGoxQwSSwvhx2VUoVafpbBLapfpw2Mi1p5boDZKrtWecwzHus9u22sBhVcVDx9Scfyx,1785083219,2026-07-26T16:26:59Z,Cc3CgkAqUmZ6P81PSDb69T9hJiH3ERZp2SwAobgqLZRa,sell,0.209280804,3365592.5428,6.218245415587031e-08,59.95407891324561,4465.206830238636
zcvbWng5uR6aoz2VDwr1ajZYQdeRi2P3bKWj9Tv1wx69AWEi1mBvnWk7kbTKptgC7uRW3sPppqb3kWoTnKMebSG,1785083219,2026-07-26T16:26:59Z,AhRrqiGvTGoNnJuwesaviHMfhBzFCdzgSQN9j8Vwbfrn,sell,0.036780111,588244.158342,6.252524649571848e-08,60.284586920256665,4489.822113086861
21xQxX1aFx9outecGzgndaMvzSkG2iqXTM742hhMcZTB5Es5RSKeBB1R1vws7J4AdGi7tJHtZth49YCrT1U5UvFB,1785083220,2026-07-26T16:27:00Z,ABuKAMp35w6NGPJSxuCU6BvB7NxFkBzZDyyTSzcDpbn5,sell,0.098591339,1528241.293326,6.451294009038976e-08,62.20104937333957,4632.554707607816
36GJmGpFSA8Sar2szvYaTSyZFf4z9VL5ATcvBjx9LTofEU3utqEta5zV3mnDhgob8buRCdSkbQzD5fLPf3t9PM9M,1785083220,2026-07-26T16:27:00Z,4iB3E4ohRPDJFM1Auwer8ygmScR52HDm1hARh8WZeSWq,buy,0.296296296,4612853.797284,6.423275243938062e-08,61.93090254869012,4612.4349514801725
393JDdnhbDtEkpKXRrVCiALQnqn6deaqjj1S5fSp4Eb38KJh2VDr9xpCWrX5HRP42GZqrJxk7vSwhJXmr2EAxbFB,1785083220,2026-07-26T16:27:00Z,436h85qXhByXQG4pkxdrD4CYQFRuJ3UPR5YdfUuL6v24,buy,0.024691357,404334.32504200004,6.106668534123389e-08,58.87829487625717,4385.085538795341
4BKK3naffqyGshVDB6E7ZrTYC1TZwAtWP7FjVu5L8kQEXXdBEzKDszqmE7F34akqYVZyktbJQnsaSD6JbLLFi9qT,1785083220,2026-07-26T16:27:00Z,EQuPjBNXsiQaZxvsW6fvcvq9K3PTtiTVTikSCQ71Npi9,buy,0.999967474,16023165.121261,6.240761213108587e-08,60.1711681098248,4481.3750072985995
4JqZL5SL7567qRqdSwGQCMV6FLcv8Scfk6iRb2RFfHsTEzzZMQQqcdSbEXnwLBLrQR31nKkPwx5nw61MxEsSRdS6,1785083220,2026-07-26T16:27:00Z,xrS3uSL35KsqPmuWcCAr3ra2UsDxChuKsWQXjX9VCwH,sell,0.101789478,1599175.363943,6.365122943679122e-08,61.37021904945545,4570.676862026285
4fAyZ2WR993cgvknoFcx9t4LotNvSRk1vVjbHkMFVaigchRH5hL6dD1BncA8xR6TnwsoTta99w6GEAGdGLN4digy,1785083220,2026-07-26T16:27:00Z,Gg5KQdWQZi5Peam7MUwGCpsG5E5XzPa5tu6riW16cELF,sell,0.109977837,1735931.723259,6.335378029357631e-08,61.08342931677166,4549.317590122951
4scYKa8C9ASfApPJxtz4CfUbHQM8TX3K1WGjo2XMYFUSQcLRbyKjrjJTZybVJaDKXW6a49Wpaaevxam7KZioB1JY,1785083220,2026-07-26T16:27:00Z,92dpPnZkPfjxj6DJpeDFPkrycdXSqWJbbw6xik7WV4Wk,sell,0.096988868,1517085.169282,6.393106330734385e-08,61.64002477175224,4590.771213834781
5kuhLtFwnmkh5d3NWiy1HkLbopDhfhriNNoqc2KGLaZZVvj487WHUM8dDopkqWaXVz3ZVedq2Hxdb8AikPVn8HLL,1785083220,2026-07-26T16:27:00Z,6oSmdjTSLnP8KYLbWcWuubtDNBAM3rw6euDQ13A72Svu,sell,0.025151684,411876.729825,6.106604762713e-08,58.87768001532529,4385.039745727005
64mxrSWopozRhnfRso754yL6fYXoJDj37CmKUfisoFd4yb2Abq43cJq7jvBEMUWuvHTs212Tioxdo3SJiqgaUDvm,1785083220,2026-07-26T16:27:00Z,DWbqhUVCCUiCJDQx3nWqhG4UxMMZfYtraj5iW9p6B8ox,sell,0.108188591,1684641.977049,6.422052428582764e-08,61.91911260419482,4611.556870428094
679gCpzLiiMNWMS1oPCgDXhvNh5eP7yaMjs6DpY8SGtM2NodW4aXHY5Qn9iZ7DBiQCArFYGgzCme3BRgkLdNZU1n,1785083220,2026-07-26T16:27:00Z,FgDTnHngBNmgWCF7GFaSAuN1jWhrzkg9BmG5rUkgCpVx,sell,0.473856116,7762292.836516,6.10458953275826e-08,58.85824989514509,4383.592646431784
PJKhxEknRJYH5NhZLyDGPaaMoHUt6jWuSvVE7ykJzUuEEyjhUjVzCwBS3P1QPepz26iR9QonTRwK3fjrxBWaCzR,1785083220,2026-07-26T16:27:00Z,4mBz61bMYB9QVEnjfWsvoMoTizGA7PR9LKrPQ8LWJzzF,sell,0.102805901,1630400.032675,6.305562986976037e-08,60.795963434632775,4527.907960558889
QynqK9yr9hRcCHoYScVSxCR2xuS6qYfCaXqUgq8nmGfecU4evNqzNFy68iyTARoVa6cVebgwndvnhjujVdPPdp7,1785083220,2026-07-26T16:27:00Z,31iRQFxAApGY6LAXm16QDXmPFHSeY2mP4dW96P22iTBV,sell,0.434850639,6979499.251353,6.230398820025701e-08,60.071257654205894,4473.933964805272
rL4nJX1bbrtvfcsj5j7RFmtsGK8wWmYgGqMSjczAV7QpqUD9n2CyvrCFQfpcnegXEkaBBAx4Km3pesvKD18FXKc,1785083220,2026-07-26T16:27:00Z,AjDGDqbTDPwj8zwKrvBYWcPyRkzrLSmtvTekrLhqPJ5K,sell,0.000252489,4137.066807,6.103092161160742e-08,58.84381277841519,4382.517411628751
2jc7bQU3jfEjTLz7xU7XmYhh3myFmGDVVxXbYzfBBX8VfT9eZXmpgtQ4vUZzfGa8hVUwx9FDhDydkw4Wd1XH9cN,1785083221,2026-07-26T16:27:01Z,8hGRwXvWXz6ungB1WFgj47rLbTL3Gxmk9KHJ4Ten25LG,buy,1.41264374,22663285.735787,6.233181527466388e-08,60.09808751541935,4475.932175464434
3GggLg4NiD3RKPooJuBdQHKiNdtAK4wEYWGzpfaCDBN5WDKE8uNWQ8XXVaG4A25KhfetW4GZ29rXVP8fmjpCgoq9,1785083221,2026-07-26T16:27:01Z,GcNY3SXi9JfP3Wj9538vwDenhA6CxURAwZF2rCPXgrCC,buy,1.149365771,17426883.76598,6.595360286064119e-08,63.59008444098936,4736.006032087101
4qV6uhKgVJ2vn5rZ3fW3RQnLFwryaJHEaLvoayWdLCPAmsBG35t3vY9CKWBAV58c2EtKgot4WorgmWUQfcUkfsSN,1785083221,2026-07-26T16:27:01Z,9JRyxXeHdr8GqceEJLmuruKyFBy5ncz8kh5NCGadjMgr,buy,0.009777777,144569.781432,6.763361542881689e-08,65.20989194866944,4856.644622122499
5CbLp9K1pY7sRpvnk8rjEX4SnGxGbKbNP3ePGTfvsQw1w8jBsb3z5gEcZvZyh4Y1gLSCoVgX5E829XuU8ysFjNT7,1785083221,2026-07-26T16:27:01Z,EeY4X2ebEXuCUYJz5CYm5zGc6hxoUvs3aR6HvZwfJk9q,buy,1.955555555,27745192.300692,7.048268160502985e-08,67.95685876875602,5061.230785896914
22YXTCa6trSmsNwH4Nq5g7oxDJp5dzmVk2qhXTxw5CgQhDciu89Xt6hDa1qZLrd5B3RviCTaJgXx9EQJFPnNujh5,1785083222,2026-07-26T16:27:02Z,6gFqpfzzjtNYCWtJ6xxoYTJR1P7NiZPfx8z93Sxh3oUh,sell,0.17456555,2340294.326218,7.45912802694797e-08,71.91822137329109,5356.261644171247
2BVrT5gq3fJqYh2ZJLa4Vz1srLs3Zdf5MXneUQDs8MGVYB61bPJMGZkNenxGD7sNaKqMQJafeaGXq2zsWLrwwEj3,1785083222,2026-07-26T16:27:02Z,7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,sell,0.970187008,13406958.585528,7.23644368564887e-08,69.77117929329786,5196.356144259089
2Q9vfjwbpBbBib7nU2qx6ffXxQ6no74B3CQQyuYzWvjGKD2y2Yda21AcKeE9du1uqqHZqy6Ld7Z6r99tJicpEQFE,1785083222,2026-07-26T16:27:02Z,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,sell,0.706886376,10880247.31789,6.496969741098551e-08,62.64143830322254,4665.353604585624
2ZRqmqYzkxg2hwrbcC1ECyxJj1Mfiy4k9ozPHCZZPMsm1h8kGBAxiYBGuWfURkUcu3Yh7HZPzapLAKZJA1myPm51,1785083222,2026-07-26T16:27:02Z,Bfd2zuMMCDS8JQvHhD7JsNE11rN6XMd1nnk9LGkpzDGv,sell,0.075369155,1288224.244867,5.850623856856639e-08,56.40960447241951,4201.224599677065
2i7bN2paJNiDoKFVZW4KR7KUwau6QdCcV8tEEjEtrnw7Y2mLaEftuhVXNTxR9TeoLsHnuBQPDkKhynp7RhGJgv1K,1785083222,2026-07-26T16:27:02Z,EyZCZL5qm5yiL5NJyrZVWPp1hKcbvB9bBrmu8z8PCYDL,buy,0.097777777,1677403.1123369997,5.829116226198815e-08,56.202235657019614,4185.780368564084
