signature,block_time,block_time_utc,wallet,side,sol_amount_trader,token_amount,price_sol_per_token,venue
VGuibwDB1ndguzvhfq5avd2uZT4EL9uaozWTDxanTXaEAo9qWxE5jjNJDRFyyZDLKuoH4qPXPEhL2cYZMzbUdgq,1787075353,2026-08-18T17:49:13Z,9Nc7QXztAZyyhrza7PMyBLL61YsL7NXbRRkHNcU3Vx7i,sell,8.948533093,1097892.2455462683,8.150647870317691e-06,raydium_cpmm
2K8DF6v3q76gyidwBG1ANgEc8d3ZRWjMQ843dWj4i5XZDLWKYWLjivU2i1VEMcoNSFacaqqjf6Z6CgGshn4azSie,1787075353,2026-08-18T17:49:13Z,Act5xzJ7DhXrdNKbRw1yTzQUmT4hYtAPgFKTP5WzPBva,sell,0.822534241,100760.28480835515,8.16327824563468e-06,raydium_cpmm
3R3np9AJWXQu8TausKhXm499cPjG2kyBgvsUHQB7TWAMt5cMhb3tZdDUVGQb1htsjEMAqwj3AZ8o3VuUNtPVhmyn,1787075353,2026-08-18T17:49:13Z,Act5xzJ7DhXrdNKbRw1yTzQUmT4hYtAPgFKTP5WzPBva,sell,0.6865302010000001,93374.55593190202,7.3524333706142164e-06,raydium_cpmm
2btN3923ykr35Juj4UZfJq1tdn4WNkuPUxQtMiEvWdRLxpz3HrWB7w5mS8HfQ8xNi52tRdP1CWY2HxprRu69qrJq,1787075353,2026-08-18T17:49:13Z,GEPiePuVYQcbShk7ACa2YASeLuRHqvcSZpS89keWZecG,buy,0.49849996999999996,58597.279968521,8.507220305580716e-06,raydium_cpmm
4rRu7zQgAKYpZAddcxRCpuAYwnQ8o8Zw7RW1fQ7bqAvSN4edGArxqw49vuLfbfq6MNn2JuvGNVep2NLzUit8cB1P,1787075354,2026-08-18T17:49:14Z,2R9ca7YkK8Ta3Nv1Gn4yhzJQumqpWzxMgN1xSB5J1Hrb,sell,0.46619002,65859.10313623492,7.0785965462610075e-06,raydium_cpmm
3DXURTE1fBwKzLrzxX24r8NV2eCqZqyRTLQpYSp67ZfKsqB2NGKAgwmRc8F4cYTBdquQ32Z1eKjCdwkbFAXTSN7w,1787075354,2026-08-18T17:49:14Z,2pUUZYtokRgDV2YzL6M5pjb1jyoHE367yU1sdQ7ac3ea,sell,3.279970954,458675.145415704,7.150967273422488e-06,raydium_cpmm
3rmEYgzBuHbNn8AdYJeNVBUoXS61bFjzq5wdm8Waa5x1Edg9jWUE7CmvwcDcQfwTDtFtBYTongD2VtmVFtMWBAvZ,1787075354,2026-08-18T17:49:14Z,2z2q5gk8TDgqCidzkXkyevXH1aDaVjWL8cQwoRbMF1Jq,buy,0.005999999999999999,810.842555837,7.399710285070623e-06,raydium_cpmm
5qNgKMczyz2ZmX1TSkTdAND1s5cskckqZ6kZ7JV3Tc132Xtf4BeRHQjgBTVBzFXtro5EFnNsKxz26fNvrhQWaFF8,1787075354,2026-08-18T17:49:14Z,2z2q5gk8TDgqCidzkXkyevXH1aDaVjWL8cQwoRbMF1Jq,buy,0.005999999999999999,810.8497880599998,7.39964428473899e-06,raydium_cpmm
41vF9pewkiVdigQS655Mg8BuN2sDGzRTJ7iSceZSn7ZquECrdbhhfVskao957JrnPf2ZM2F5zPfG3zQ3ZpLNzfXD,1787075354,2026-08-18T17:49:14Z,2zXpLvhzH3BTAoaNpDRQPUKZqPZiQdDqc29d8wdr4UNz,sell,2.967755421,415703.54562092107,7.139115006986946e-06,raydium_cpmm
5ZFXBGBYxk2Wqp7xcZTRYNSmZ9BhQZM47zPD4oPkoHjg1PDRdQHV4s719i1biqQbkEvv8yCbYdc9tB9GGsFgPnmb,1787075354,2026-08-18T17:49:14Z,4AXv1nmDRxosiz2Zr5bn4veEg63Ty32TParXHnTpQhzG,sell,2.8290452200000002,394541.93646213785,7.17045504812006e-06,raydium_cpmm
25Sw3ih4CjTXGrk8FoyhRiTXmPm5bFRrVCU1BTokrRDDi3SvA4mCA4sqypcjpxEqN3NSkadHdWMdmiYGhTvw18Tc,1787075354,2026-08-18T17:49:14Z,5ZJYjAUVMLAJGccsEMV5SNjgnBHduumHyMjjHUtSubkG,sell,3.16672704,439604.581297609,7.203580614771049e-06,raydium_cpmm
6kVjmicZiEajSLd4sxvqBiNgv6GgQLiqN1Y2S7TQdHkPxqjfaExaBNHdayyuRtbEKwhLJDC96KNANwMuitx3WTn,1787075354,2026-08-18T17:49:14Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.17225915,24048.813685631,7.162895943716494e-06,raydium_cpmm
2odk2C6n9ftXSB9uYaC9JiaEdM8DL3wx4cnuS69XSfnHHNQkCAsjxxZ3aePBz2YgamLDtuKD1S5ntVw8z2BvMmFv,1787075354,2026-08-18T17:49:14Z,9Nc7QXztAZyyhrza7PMyBLL61YsL7NXbRRkHNcU3Vx7i,sell,9.607935547999999,1333939.078338719,7.202679420686643e-06,raydium_cpmm
qmL6PK5yuf3fnP7ETBoLp2uazQbtUe9Uu6C5qVMUfu1LL8ykpv29QiMKL7UjwZc2A2Eo3ByMCfHTHaLoV3bbCyU,1787075354,2026-08-18T17:49:14Z,EyVaGh2eyp6zFPWLAiXx8wzEjn98VktPaANra78vkAKm,sell,3.0358673680000003,427188.7033292642,7.106619028874566e-06,raydium_cpmm
cRsfacAgsJZpd8Jom39JT3XiFSo8XJuSJWnkcxY56eSyiARwTycGkpNH8EcdNtwuKfNMgdsHQBLMwgD6rhLtYb9,1787075354,2026-08-18T17:49:14Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.179698617,25079.31875295998,7.165211255141893e-06,raydium_cpmm
4z4GxEnfCoN7AG5uoZuCMkgYG4UBSYU9CjdjMbKoFtNHczqFhZqLfzeWB2vHP9jDqYcJJ9RZBy1M7jQK4g16BsHy,1787075354,2026-08-18T17:49:14Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.158872502,22201.033035200002,7.156086014020418e-06,raydium_cpmm
3Eo3FZhgbaMU2dVXtEeNkUJy91RvZ1tdSCvnMmDuEYqYXndnghpDZLZs1zcxiCihoZNZuuYQLpwnJSWmBX7tNzUk,1787075354,2026-08-18T17:49:14Z,h1jpvLkFT6u81HZH1zWhd4Vrf1qybKTADovXxDLrbtK,sell,0.283241221,39664.438281159964,7.140936145175047e-06,raydium_cpmm
56oVfqaiRXbm6xSKPGgPCPgyVzMS1uubmEckPnSubrAnwrntxbuNurpbUQEUTZ1SeYLAzRq1pCRbXNcP5j6McWon,1787075355,2026-08-18T17:49:15Z,2z2q5gk8TDgqCidzkXkyevXH1aDaVjWL8cQwoRbMF1Jq,buy,0.005999999999999999,848.6430403690001,7.070110416967689e-06,raydium_cpmm
2RnRsCojHFGTcRQdf3iQLzkKxPiNuPUGh7VV5YvDBQJ6xi4WV4rEEBZWsRuyhUEFxFHbs6Kp8kaGz7L9efazRCep,1787075355,2026-08-18T17:49:15Z,2zXpLvhzH3BTAoaNpDRQPUKZqPZiQdDqc29d8wdr4UNz,sell,2.6736365760000003,374133.19105882896,7.1462159463408735e-06,raydium_cpmm
5EcPs5ofGxUEVAxiRqun13ajNPjoTKqghLiKk1oQJqc4YoQ4yJF9nChTKNzDktz4D8dLmwr7uSPr2TPZvzupeYpE,1787075355,2026-08-18T17:49:15Z,3KEdzpSYJ7sXfHKpVhSF2Qj6ZAjd3Q3dugFCZ4umWvkR,sell,0.5488876,77629.76555128896,7.070581704093351e-06,raydium_cpmm
2RYn21Lr87f1BqSeDQpgUptxp5RGyitc4eUsc6Dn3HBQVq4VdwZhLYtttsU9YFrHZzKhPggqemtEh7JGX8gic2fX,1787075355,2026-08-18T17:49:15Z,4AXv1nmDRxosiz2Zr5bn4veEg63Ty32TParXHnTpQhzG,sell,2.569340823,355087.7428159239,7.235791364197937e-06,raydium_cpmm
24H88odDMCcnWgV7rAQQ5MM8m18FqPcSCSkwAMwyXJWjvHmiSFWSGE6cTiTMyBZh6SMhj2bfBiuzJx2saeEcaGji,1787075355,2026-08-18T17:49:15Z,5ZJYjAUVMLAJGccsEMV5SNjgnBHduumHyMjjHUtSubkG,sell,2.85126449,395644.1231678482,7.206639307998462e-06,raydium_cpmm
JkKFSJP5ryAsHjLDNkoeLE4v26Y1exAYSDpCL5EXLVRZt63No3ZhDAmC8dgfuy5e9MYNuBKBVmL5jeDsDwCin96,1787075355,2026-08-18T17:49:15Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.15040334900000002,21643.932317068015,6.948984445002845e-06,raydium_cpmm
2Wt8EewrXx73PgiYwumxpQeENKeui8VCtv8eRdf6K4ntqP3JU5R2xgD6Uxt8M42yYQdeLhtp7hA4pj4yxxVe3EX,1787075355,2026-08-18T17:49:15Z,8NZq6z8y5697n1iqAqCHSwAKZeiT4M54JdmQ6rAjCJB1,sell,1.159995113,164472.86948845597,7.052805223182524e-06,raydium_cpmm
BDzk8iVvWKj2R1eMbtfaXSGmEcqAZB2vAL1MUhRjaEikLPZtKyzJbLYw8BxdjEFSBSCRsmJJszBuSg4cSqxfn85,1787075355,2026-08-18T17:49:15Z,9Nc7QXztAZyyhrza7PMyBLL61YsL7NXbRRkHNcU3Vx7i,sell,4.607232764,657088.5089594433,7.011586264529192e-06,raydium_cpmm
5W1AUkSVwjnuhjuA7BZBEZCSGwMuWmiKLDJTASA1YnT4NWPJ6WYUPdXi7yT8TMRLX6kvcu2Kx4Wxs5WTRxJhxggy,1787075355,2026-08-18T17:49:15Z,9PDFBkM2JjnLuuEhQVi5oPv5jVJ4wV3LA2PAfLXNijLb,sell,1.049874029,149123.411993187,7.0403031621082106e-06,raydium_cpmm
5HuhEzq2xeEnscdfGgMSu1F6Q2TeahmofWcNLfBDqfPvT4WThyFgfB5QBbeP69WYGymc5GyXubWp4T5zBQ93xYPx,1787075355,2026-08-18T17:49:15Z,Act5xzJ7DhXrdNKbRw1yTzQUmT4hYtAPgFKTP5WzPBva,sell,0.6124782670000001,86530.20098209381,7.0782022929398226e-06,raydium_cpmm
5GDCCkvPUvWKA9EtVBftPWn2FnZKWjQVj875ZJQBoYM88NjUdV3qNzStLhMaFcuVMzd6pQNrjRDPHCwT19bmVLqb,1787075355,2026-08-18T17:49:15Z,D7HoNhGqBAXezS9ZY7zu5ZEP7PZfAu8vdmbJYVesDaoE,sell,14.200686246,1998126.77126417,7.106999640976505e-06,raydium_cpmm
63CZQrq2noHmjKBbzrzjPQq2LBx2azK4Pf5Um6aSosWcYVGmmm82kfonNBz1fng4RefgijShNVXukpM9Wo8FiCX,1787075355,2026-08-18T17:49:15Z,EyVaGh2eyp6zFPWLAiXx8wzEjn98VktPaANra78vkAKm,sell,2.758921313,384469.83299633814,7.175911024015965e-06,raydium_cpmm
UejDft3i3aNVkbfgNj5hP8S1KzHbZAznz5f6CuZ3scym54Spf46AxrQBMsZn17YsBMsyqdCcNRhdcCEiT4wQm9x,1787075355,2026-08-18T17:49:15Z,FAHMvDeWBEBe6fG653ChW7suaLVMQboS3hiaNqpejuBF,sell,1.251538311,178057.014947633,7.028862700905552e-06,raydium_cpmm
2Wzqu9BPvnKUn53Pthr8ygpWMtx7YzorPKmvWxQHedVWmpWcqa4e1eN5yQ4rcUaeaaq6pdwqoaCDxKUTqmYe9Qq4,1787075355,2026-08-18T17:49:15Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.156917263,22571.386877664016,6.952043481000308e-06,raydium_cpmm
wEDYXH3pyvd2GDes12m5U6g3TExgGnPUZLpoTEbzVvLve6AfzS3ydhwjbXwjmPT1Ua4QEvZQsKAaWEREHa4pTbC,1787075355,2026-08-18T17:49:15Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.138588942,19980.929731679993,6.936060726957347e-06,raydium_cpmm
4iqe8BiuhLYLLeHJptssoXfaqjw8ezJqqUWFsUkR6MhsVwdA54eV8HBEDLSvRDW2DLjKBey5dHK116WR4Jw4RmZj,1787075355,2026-08-18T17:49:15Z,h1jpvLkFT6u81HZH1zWhd4Vrf1qybKTADovXxDLrbtK,sell,0.268038022,37681.216367101995,7.1133059874896595e-06,raydium_cpmm
rEL7c5kJptVuM19ziB2YwsyYLLY1MQdYXcgkHFiVa8i1YiwxCo59a8ZECWA6wZJrpbba5tP3o2mpjLntR1USTrj,1787075356,2026-08-18T17:49:16Z,2R9ca7YkK8Ta3Nv1Gn4yhzJQumqpWzxMgN1xSB5J1Hrb,sell,0.402625336,59273.192822611076,6.792705383780332e-06,raydium_cpmm
5K7an4aLejwPe4SZgwjLrRP7gozh1qSxSjL9FZcEEc4e5L2zRPb1mwJiPojn75sKYpGwEDjx3hqSWLhs2d2AonDR,1787075356,2026-08-18T17:49:16Z,2zXpLvhzH3BTAoaNpDRQPUKZqPZiQdDqc29d8wdr4UNz,sell,2.328404113,336719.87195294583,6.914959011760903e-06,raydium_cpmm
3V3p799KngwUJai9gSkEeEYAXX7BAwsWepJYnhcCfMuutwR8bcWoc8WmCbdhCSW9c5MfRRbq5TaXaisyoYudGnkb,1787075356,2026-08-18T17:49:16Z,3DZNVBQxpaowav4Prz5fwyTG8ReNW6aL118Mod8fJxrg,sell,1.629133765,240552.89254719007,6.772455520069904e-06,raydium_cpmm
25vuHKqtBx62cCikfXxac2WvjhVfEcQCPFosfz6mZniA8689gBQQSde6bCkUS5qFUnpj1LYKzh11n1uSbpVdxNgk,1787075356,2026-08-18T17:49:16Z,4AXv1nmDRxosiz2Zr5bn4veEg63Ty32TParXHnTpQhzG,sell,2.2260568490000003,319578.96853433223,6.965592445614443e-06,raydium_cpmm
4DodeAXCcMNeezAd4HZmZdzzmmq8i7a89bJfmKmipB7wV6Z38TjsmSZDR6EPZGa3JuZm7EWLsBxRs69aEGNGHPhC,1787075356,2026-08-18T17:49:16Z,5ZJYjAUVMLAJGccsEMV5SNjgnBHduumHyMjjHUtSubkG,sell,2.4715250550000003,356079.710851063,6.940931987090278e-06,raydium_cpmm
5STM3obTA1A5uzZPKX2K2KZpjjMQhZPEeyJCNcAkuL8QBdbaGStPufGLBjyVytABnRjNJp77qm9txAuFEuMSs9Gf,1787075356,2026-08-18T17:49:16Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.131681291,19479.539085361,6.759979813842687e-06,raydium_cpmm
2WqQum69tjs79yykMTzXHs6uH7CMyMypisDRv3r66oPZGA3Vk2R7HfNwgv4uAHvrpEs28fjz3fmPZboxDPY5uZAz,1787075356,2026-08-18T17:49:16Z,EyVaGh2eyp6zFPWLAiXx8wzEjn98VktPaANra78vkAKm,sell,2.419031253,346022.8496967042,6.990958126379019e-06,raydium_cpmm
2GFxVwa2EQ77D4wH4WeuqLCa5TubMY2CA6FpRgHSwQ4m2MwpqvS82PRtHghgoKz7dPJpXozTJZV3Hx4gJ7EZM9oy,1787075356,2026-08-18T17:49:16Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.138462363,20314.248189896985,6.816022020881992e-06,raydium_cpmm
59LSHjPxEmUpQ7yXjooGotp4VL4YwBtRwRLgLoed5gogT6BsnfFnTyKPt5Xb4Kj5BE35nE2NfctCgEw3WT2yFgnE,1787075356,2026-08-18T17:49:16Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.12139628000000001,17982.836758511985,6.750674636610843e-06,raydium_cpmm
RWBtQyfAFbu4giy8Ju6wygLgUykoC2fK5TBDNJy5wTWXKtqzP9Rjy9ibHHgkYwMetpvZx2YxPmyu1ypj3igtUHP,1787075357,2026-08-18T17:49:17Z,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,sell,0.628206801,75198.95947853601,8.353929434080915e-06,raydium_cpmm
2B3NS94Yj7yRfhsJK5R97MRAuRn9xLqBdkVwbqpTMrQAJbshPvsRx7XdV11RvZ5HY2yASaFYug3QXyk94fpDfuWM,1787075357,2026-08-18T17:49:17Z,2R9ca7YkK8Ta3Nv1Gn4yhzJQumqpWzxMgN1xSB5J1Hrb,sell,0.401675026,53345.873540349945,7.52963630253762e-06,raydium_cpmm
4RCd5y3dN62n3LwwSHPafg9nF5b7hiECVYB5E2KboMPidsS93i2fD6e1HhrCy8sfzB6BQkQsxeB4VJot3b97zZD7,1787075357,2026-08-18T17:49:17Z,2zXpLvhzH3BTAoaNpDRQPUKZqPZiQdDqc29d8wdr4UNz,sell,2.304501175,303047.884757651,7.6044126717562195e-06,raydium_cpmm
2XSrYqMXMKreFAVtqXhGmEPCtM1jXYR7TDA5TH7S2s6qqTk1JW5LecynhtcjkxCjB3tYTqJ7tFjtWPDGuspyoYvK,1787075357,2026-08-18T17:49:17Z,3KEdzpSYJ7sXfHKpVhSF2Qj6ZAjd3Q3dugFCZ4umWvkR,sell,0.5422212120000001,71939.5037363799,7.537183102999334e-06,raydium_cpmm
2QqPboDZopwBhAJhCF7o4ea6Bk2j89rDrvrE1C2y1nUFxZWfsbDMkoqob7CUVWcXh45ga7qzdFQdGVJRPTBBoB5i,1787075357,2026-08-18T17:49:17Z,4AXv1nmDRxosiz2Zr5bn4veEg63Ty32TParXHnTpQhzG,sell,2.194367897,287621.0716808988,7.629371117268284e-06,raydium_cpmm
3BpwY77UFNWHWVRZi4oZZd94Ks7Bh37AxyFw7ufWYbwN2RYFDYJixzRDRk8sSVdSGSWcp6kfnJrGvBD7evW9hayG,1787075357,2026-08-18T17:49:17Z,5ZJYjAUVMLAJGccsEMV5SNjgnBHduumHyMjjHUtSubkG,sell,2.428595601,320471.739765957,7.578189586306806e-06,raydium_cpmm
3njuKKDPkodvy62gWoVPUY6AF8GHrauf4HdgZBaSfpqVyWEKd96gWpE1F8EhFWz9tVa1wsRvX9yWZkXZ6sEAwKVB,1787075357,2026-08-18T17:49:17Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.139474637,17531.585176825,7.955620418418953e-06,raydium_cpmm
3LXLge2GCk9L22htkQgEKrMbr99U25XnheF1Erogmy86KDcQ5aAZDKzVmwKxLvFLL7SZiR4aUAnfREXF76CAt96R,1787075357,2026-08-18T17:49:17Z,9Nc7QXztAZyyhrza7PMyBLL61YsL7NXbRRkHNcU3Vx7i,sell,4.454890958,591379.6580634993,7.533047336439931e-06,raydium_cpmm
4ZNZiY3YDcQJgTPMvxGMpXkgB1XGoToZP8uaPneGB4BsvnYfYqtB5R65bBKK1fHSdp46iw1Hu46agRA23uBN5EV,1787075357,2026-08-18T17:49:17Z,9Nc7QXztAZyyhrza7PMyBLL61YsL7NXbRRkHNcU3Vx7i,sell,6.023223419,798362.5383857237,7.544471501855362e-06,raydium_cpmm
5HVbj9pfigz82Dy1zrFSwm9FDcUh3KVmVyWWhXwYvNXyEqtvrq1xabgTMZHrHQ1sb4HcjGW58XjFsHgXLPdeRrVy,1787075357,2026-08-18T17:49:17Z,Act5xzJ7DhXrdNKbRw1yTzQUmT4hYtAPgFKTP5WzPBva,sell,0.603988901,80187.53725010704,7.532204151826521e-06,raydium_cpmm
65zMeBYBrCoNcsUyFEprn9JvUrMyJKDdZzukws2BuCqhKEEqMRLhbbMpUuhkkhnijBF7m6rDFaS7pLYzxKnUwX7w,1787075357,2026-08-18T17:49:17Z,CASStbiKKzQrFvs835DagrLid7saGriDUHv39Mr8SRUG,sell,8.941570239999999,1195684.0243767966,7.478204992042477e-06,raydium_cpmm
2zv3fW1Y2Cjjii6BPKwBJQghreA1gsYjMKkgLHVrBJJipV3fioKcNjcpAjLudG2ujbRQshhUANdYiyzsk6iSASYY,1787075357,2026-08-18T17:49:17Z,EyVaGh2eyp6zFPWLAiXx8wzEjn98VktPaANra78vkAKm,sell,2.351629295,311420.56472703395,7.551297381601141e-06,raydium_cpmm
5fVU6bPGBEEyGwkpvSoX5URmW9pZ9a3pMH4RpR4RvGYX5YSuYWKCBzJy2AJ9RdYC3nNhAEJFkUjcMf7jzMFRXjjg,1787075357,2026-08-18T17:49:17Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.145527678,18282.82337090801,7.959803310880666e-06,raydium_cpmm
4WA5GvXe7LXQNEWHktkpkgBHNvWzeLNseigahqvAtXySXoHZ7B3iBGMttUEdzYz27kW4C3zbcESGxajj2w3e4LQc,1787075357,2026-08-18T17:49:17Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.12851283500000002,16184.553082661005,7.940462386797672e-06,raydium_cpmm
3CfPCqj1LYs8ZRwHVBx8XUZ4xaHC8bvD9noVDSr6JEAde49uxjA2ttSHi8drsEAe4JhYpuKWhES3fEdyfRQKKLcZ,1787075357,2026-08-18T17:49:17Z,h1jpvLkFT6u81HZH1zWhd4Vrf1qybKTADovXxDLrbtK,sell,0.524940901,71594.31109749398,7.332159398603035e-06,raydium_cpmm
5Dc6tmodMFdUsiZqgsa1jjBTDEc5znnNL3JYtbiEEMYcpzbfyvmKdK6Ti2G2sr6a4SAgKhv8zTApaqp2ahxgRgwy,1787075358,2026-08-18T17:49:18Z,2R9ca7YkK8Ta3Nv1Gn4yhzJQumqpWzxMgN1xSB5J1Hrb,sell,0.432780823,48011.286186315,9.014147659375945e-06,raydium_cpmm
2SdEc5rUUHwvEtXR2KokAnEjZ8EK2T5ijfpRcA4woTbsj6FPHra9pjArY6Kqoybr8JAGESC6Q5o6GXHx5oRhczo,1787075358,2026-08-18T17:49:18Z,2z2q5gk8TDgqCidzkXkyevXH1aDaVjWL8cQwoRbMF1Jq,buy,1.24,135192.890141222,9.172079971843939e-06,raydium_cpmm
44aDZx8okhQ4jZEpVhWTF7ynpr8im95ULph1sf1RMQFDCDaVTX9YtJjNgGYVqp2Ji4sRTJws41adXugH9rbziDSo,1787075358,2026-08-18T17:49:18Z,3DZNVBQxpaowav4Prz5fwyTG8ReNW6aL118Mod8fJxrg,sell,0.630103957,72165.8677641569,8.731329318442118e-06,raydium_cpmm
65bH5RZMPvJzExLw8mwzQHtWTpSGATkUohEhAcA41RXunMcJMXf8xS8WYJ4ZgdtZAN9wCe2CBH2NB2a6JTt4B68Y,1787075358,2026-08-18T17:49:18Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.143210692,15778.426659142991,9.076360723013845e-06,raydium_cpmm
pz4dmsyHnJjY1dp3QhMSuYRB23sXB4MuvbRTuxLA61WicSUSJDxBAVQu7hPuFroCCPRrT3VbBkx2PvA5MkbqPQv,1787075358,2026-08-18T17:49:18Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.14910916500000002,17531.585176825,8.505173006095729e-06,raydium_cpmm
4o6AjwP76kFv31Kth2s2AK62qCQwwLwj8oBBRXqCgU4A6cy8mTye5fZo5SA4KafZiAyNjX4W5GQ6s8diRQaJEW7T,1787075358,2026-08-18T17:49:18Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.149424247,16454.54103381699,9.081034025373712e-06,raydium_cpmm
5eiNJbVVDnpXAejhoi9o4XN8TsP213VnsRZZAoahvwHmjcxeWNJMvuegpoR6jszs8yqrw84SHeV4LLQ77691JKRj,1787075358,2026-08-18T17:49:18Z,FCgDhFHrwS5M6LQrKt1TJ21YpF1t8Dx4KxNytbMT2KVN,sell,0.155571881,18282.82337090801,8.509182517594577e-06,raydium_cpmm
3qSpSSz6PxwTQNSvyuHFKzbb3xnVw2zVAgvpXUvpsHpQShaCfFnjVfCXZdtb4DpS4JUkMshQjLXVo77pazyokMbr,1787075358,2026-08-18T17:49:18Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.137488531,16184.553082661005,8.495046498830762e-06,raydium_cpmm
4EBU45YCiUVG5cUDF3kAbeTn2U2TgTK7168c6E6KrYGGoSJs47ejjxaRDDWzxEZvr3JXvKGQdWBcaNuBmnNiV1tr,1787075358,2026-08-18T17:49:18Z,GG33KgzDhbsCLzxwVpzJ5Pt2ubP5FyfDk8beZ8hXkwvB,sell,0.131962562,14566.097774395006,9.059568598528166e-06,raydium_cpmm
fnug46h7K5be2S5ufa3Jm8TbtkmzwGHfpFTqnTzPif7E4z1gh74hDwZ5nepD3vfa41Z8C2CTUsUcjWTQYp7mRbF,1787075358,2026-08-18T17:49:18Z,h1jpvLkFT6u81HZH1zWhd4Vrf1qybKTADovXxDLrbtK,sell,0.595476417,64434.87998774508,9.241522869496367e-06,raydium_cpmm
3gi89fEDJeY1XA3UbMXu1uQjFVdZq87bmvQNE7ngBuqb9DpRmUgsf6thCNAqkHPKNuH6pAAKanMc1J1amVhgbWPu,1787075359,2026-08-18T17:49:19Z,3DZNVBQxpaowav4Prz5fwyTG8ReNW6aL118Mod8fJxrg,sell,0.614493501,64949.28098774108,9.461128616896979e-06,raydium_cpmm
2C836mbisSmmLKuhw8p5DUYXFHm9nn2DfREgaFCBoN6xtTwncLotVKDbKHM8WSkwJ1cHtV1RCT6bSgoK33NkpNZe,1787075359,2026-08-18T17:49:19Z,3KEdzpSYJ7sXfHKpVhSF2Qj6ZAjd3Q3dugFCZ4umWvkR,sell,0.276738832,29277.809324376052,9.452170035467559e-06,raydium_cpmm
4uXvJixGBDhgbZ5P1ABkoiUPFKfxn3Ggu5PSm3rEndKUqaUTx6YqnWMDXZmo9TewAs4UpApuQoYmUPdybTgWgFFW,1787075359,2026-08-18T17:49:19Z,3KEdzpSYJ7sXfHKpVhSF2Qj6ZAjd3Q3dugFCZ4umWvkR,sell,0.270139005,29277.809324375936,9.226749242303773e-06,raydium_cpmm
5yTSsjNy4iFHgb473F1wNyvAdoAq76VKq5sB4SXBFGqmtQdUvpXkTyVEDttEK7wmnzYsQooGSy4BYFKf4HFoRGPE,1787075359,2026-08-18T17:49:19Z,3KEdzpSYJ7sXfHKpVhSF2Qj6ZAjd3Q3dugFCZ4umWvkR,sell,0.287694958,30286.344599541044,9.499164121785754e-06,raydium_cpmm
4qE7DRkK2Frv2F76U2fgwWLsC59X2mxycogLHJnew436SZ4FEu13LgrXzbaGXyiKu3K43fgTZCM759DN5s2YbnnZ,1787075359,2026-08-18T17:49:19Z,7RyLnk9AfBaWKD56fqDHt9hYHcLTtpZ5sVH4NcwNJ7gj,sell,11.272550991000001,1174860.090589759,9.594802888692373e-06,raydium_cpmm
2MEVNLXvXTuDmR6ipBcs9sbdR3GXrmr1QSGhfHVTnSv1hu8f5roRBbjw7uT3BCBjLzdEP8ZC1GA96CNETvRug1Ld,1787075359,2026-08-18T17:49:19Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.115457371,12447.425475545999,9.27560251128441e-06,raydium_cpmm
3rddFNTSh1BKZDrS4ffYpMYBNn5tEpivmJhZoW6e3bxbqSyaL78axVkjmCxViQZi1ho7FmUbZshrTruCF9kreap4,1787075359,2026-08-18T17:49:19Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.088757163,9642.371847254006,9.20490978838123e-06,raydium_cpmm
45X8F18WFCQNCDjEFyMLYV8D4zNLbyQePvwgwtSavAYjBsSEjrg3YoehFMbUUqKRWxDvPFqr9dG5zAvnkT7ZNvei,1787075359,2026-08-18T17:49:19Z,8JS3bkVtpQ2b1eTBtsadyQ7TkE7yxfdb8CpDa9zqwAe2,sell,0.086764507,9642.371847253991,8.998253580596904e-06,raydium_cpmm
